column,var_val,desc
prdtind2,36,"Professional ,  scientific ,  and technical services"
prdtind2,37,Management of companies and enterprises
prdtind2,38,Administrative and support services
prdtind2,39,Waste management and remediation services
prdtind2,40,Educational services
prdtind2,41,Hospitals
prdtind2,42,"Health care services ,  except hospitals"
prdtind2,43,Social assistance services
prdtind2,44,"Arts ,  entertainment ,  and recreation"
prdtind2,45,Accommodation
prdtind2,46,Food services and drinking places
prdtind2,47,Repair and maintenance
prdtind2,48,Personal and laundry services
prdtind2,49,Membership associations and organizations
prdtind2,50,Private households
prdtind2,51,Public administration
prdtind2,52,Armed forces
prdtocc1,1,Management occupations
prdtocc1,2,Business and financial operations occupations
prdtocc1,3,Computer and mathematical occupations
prdtocc1,4,Architecture and engineering occupations
prdtocc1,5,"Life ,  physical ,  and social science occupations"
prdtocc1,6,Community and social service occupations
prdtocc1,7,Legal occupations
prdtocc1,8,Education instruction and library occupations
prdtocc1,9,"Arts ,  design ,  entertainment ,  sports ,  and media occupations"
prdtocc1,10,Healthcare practitioner and technical occupations
prdtocc1,11,Healthcare support occupations
prdtocc1,12,Protective service occupations
prdtocc1,13,Food preparation and serving related occupations
prdtocc1,14,Building and grounds cleaning and maintenance occupations
prdtocc1,15,Personal care and service occupations
prdtocc1,16,Sales and related occupations
prdtocc1,17,Office and administrative support occupations
prdtocc1,18,"Farming ,  fishing ,  and forestry occupations"
prdtocc1,19,Construction and extraction occupations
prdtocc1,20,"Installation ,  maintenance ,  and repair occupations"
prdtocc1,21,Production occupations
prdtocc1,22,Transportation and material moving occupations
prdtocc1,23,Armed Forces
prdtocc2,1,Management occupations
prdtocc2,2,Business and financial operations occupations
prdtocc2,3,Computer and mathematical occupations
prdtocc2,4,Architecture and engineering occupations
prdtocc2,5,"Life ,  physical ,  and social science occupations"
prdtocc2,6,Community and social service occupations
prdtocc2,7,Legal occupations
prdtocc2,8,Education instruction and library occupations
prdtocc2,9,"Arts ,  design ,  entertainment ,  sports ,  and media occupations"
prdtocc2,10,Healthcare practitioner and technical occupations
prdtocc2,11,Healthcare support occupations
prdtocc2,12,Protective service occupations
prdtocc2,13,Food preparation and serving related occupations
prdtocc2,14,Building and grounds cleaning and maintenance occupations
prdtocc2,15,Personal care and service occupations
prdtocc2,16,Sales and related occupations
prdtocc2,17,Office and administrative support occupations
prdtocc2,18,"Farming ,  fishing ,  and forestry occupations"
prdtocc2,19,Construction and extraction occupations
prdtocc2,20,"Installation ,  maintenance ,  and repair occupations"
prdtocc2,21,Production occupations
prdtocc2,22,Transportation and material moving occupations
prdtocc2,23,Armed Forces
premp,1,EMPLOYED PERSONS  ( EXC .  FARM  &  PRIV HH )
prmjind1,1,"Agriculture ,  forestry ,  fishing ,  and hunting"
prmjind1,2,Mining
prmjind1,3,Construction
prmjind1,4,Manufacturing
prmjind1,5,Wholesale and retail trade
prmjind1,6,Transportation and utilities
prmjind1,7,Information
prmjind1,8,Financial activities
prmjind1,9,Professional and business services
prmjind1,10,Educational and health services
prmjind1,11,Leisure and hospitality
prmjind1,12,Other services
prmjind1,13,Public administration
prmjind1,14,Armed Forces
prmjind2,1,"Agriculture ,  forestry ,  fishing ,  and hunting"
prmjind2,2,Mining
prmjind2,3,Construction
prmjind2,4,Manufacturing
prmjind2,5,Wholesale and retail trade
prmjind2,6,Transportation and utilities
prmjind2,7,Information
prmjind2,8,Financial activities
prmjind2,9,Professional and business services
prmjind2,10,Educational and health services
prmjind2,11,Leisure and hospitality
prmjind2,12,Other services
prmjind2,13,Public administration
prmjind2,14,Armed Forces
prmjocc1,1,"Management ,  business ,  and financial occupations"
prmjocc1,2,Professional and related occupations
prmjocc1,3,Service occupations
prmjocc1,4,Sales and related occupations
prmjocc1,5,Office and administrative support occupations
prmjocc1,6,"Farming ,  fishing ,  and forestry occupations"
prmjocc1,7,Construction and extraction occupations
prmjocc1,8,"Installation ,  maintenance ,  and repair occupations"
prmjocc1,9,Production occupations
prmjocc1,10,Transportation and material moving occupations
prmjocc1,11,Armed Forces
prmjocc2,1,"Management ,  business ,  and financial occupations"
prmjocc2,2,Professional and related occupations
prmjocc2,3,Service occupations
prmjocc2,4,Sales and related occupations
prmjocc2,5,Office and administrative support occupations
prmjocc2,6,"Farming ,  fishing ,  and forestry occupations"
prmjocc2,7,Construction and extraction occupations
prmjocc2,8,"Installation ,  maintenance ,  and repair occupations"
prmjocc2,9,Production occupations
prmjocc2,10,Transportation and material moving occupations
prmjocc2,11,Armed Forces
prmjocgr,1,"Management ,  professional ,  and related occupations"
prmjocgr,2,Service occupations
prmjocgr,3,Sales and office occupations
prmjocgr,4,"Farming ,  fishing ,  and forestry occupations"
prmjocgr,5,"Construction ,  and maintenance occupations"
prmjocgr,6,"Production ,  transportation ,  and material moving occupations"
prmjocgr,7,Armed Forces
prnagpws,1,NON - AG PRIV WAGE  &  SALARY NON - AGRICULTURE WAGE AND SALARY WORKERS RECODE
prnagws,1,NON - AG WAGE AND SALARY WORKERS SINGLE / MULTIPLE JOBHOLDER RECODE
prsjms,1,SINGLE JOBHOLDER
prsjms,2,MULTIPLE JOBHOLDER
prerelg,0,NOT ELIGIBLE FOR EDIT
prerelg,1,ELIGIBLE FOR EDIT
peernuot,1,YES
peernuot,2,NO
peernper,1,HOURLY
peernper,2,WEEKLY
peernper,3,BI - WEEKLY
peernper,4,TWICE MONTHLY
peernper,5,MONTHLY
peernper,6,ANNUALLY
peernper,7,OTHER    SPECIFY
peernrt,1,YES
peernrt,2,NO
peernhry,1,HOURLY WORKER
peernhry,2,NONHOURLY WORKER
pternh1c,0,MIN VALUE
pternh1c,9999,MAX VALUE  ( Subject to topcoding based on the entry in PEERNHRO such that PEERNHRO x PUERNHIC  <  or  =  2884 . 61 )
pternh2,0,MIN VALUE
pternh2,9999,MAX VALUE  ( Subject to topcoding based on the in PEERNHRO such that PEERNHRO x PTERNH2  <  or  =  2884 . 61 )
pternh1o,0,MIN VALUE
pternh1o,9999,MAX VALUE  ( Subject to topcoding based on the entry in PEERNHRO such that PEERNHRO x PEERNHLY  <  or  =  2884 . 61 )
pternhly,2,IMPLIED DECIMALS
pternhly,0,MIN VALUE
pternhly,9999,MAX VALUE  ( Subject to topcoding based on the entry in PEERNHRO such that PEERNHRO x PEERNHLY  <  or  =  2884 . 61 )
pthr,0,NOT TOPCODED
pthr,1,TOPCODED
peernhro,0,MIN VALUE
peernhro,99,MAX VALUE
pternwa,2,IMPLIED DECIMALS
pternwa,0,MIN VALUE
pternwa,288461,MAX VALUE
ptwk,0,NOT TOPCODED
ptwk,1,MINIMUM WAGE FLAG FILLER 2 538  -  539
ptern,2,IMPLIED DECIMALS
ptern,0,MIN VALUE
ptern,288461,MAX VALUE
ptern2,2,IMPLIED DECIMALS
ptern2,0,MIN VALUE
ptern2,288461,MAX VALUE
ptot,0,NOT TOPCODED
ptot,1,TOPCODED FILLER 2 557  -  558
peernwkp,1,MIN VALUE
peernwkp,52,MAX VALUE
peernlab,1,YES
peernlab,2,NO
peerncov,1,YES
peerncov,2,NO
penlfjh,1,YES
penlfjh,2,NO
penlfjh,3,NEVER WORKED PENLFRET 2 ARE YOU RETIRED FROM A JOB 567  -  568 OR BUSINESS ?
penlfact,1,DISABLED
penlfact,2,ILL
penlfact,3,IN SCHOOL
penlfact,4,TAKING CARE OF HOUSE OR FAMILY
penlfact,5,IN RETIREMENT
penlfact,6,SOMETHING ELSE / OTHER
punlfck1,1,IF AGERNG EQUALS 1 - 4 OR 9 THEN GOTO NLFACT
punlfck1,2,ALL OTHERS GOT NLFRET
punlfck2,1,IF MISCK EQUALS 4 OR 8 THEN GOTO NLFJH
punlfck2,2,ALL OTHERS GOTO LBFR - END
peschenr,1,YES
peschenr,2,NO
peschft,1,FULL - TIME
peschft,2,PART - TIME
peschlvl,1,HIGH SCHOOL
peschlvl,2,COLLEGE OR UNIVERSITY
prnlfsch,1,IN SCHOOL
prnlfsch,2,NOT IN SCHOOL PERSON ' S WEIGHTS
prchld,0,No own children under 18 years of age
prchld,1,All own children 0 -  2 years of age
prchld,2,All own children 3 -  5 years of age
prchld,3,All own children 6 - 13 years of age
prchld,4,All own children 14 - 17 years of age
prchld,5,Own children 0 -  2 and 3 -  5 years of age  ( none 6 - 17 )
prchld,6,Own children 0 -  2 and 6 - 13 years of age  ( none 3 -  5 or 14 - 17 )
prchld,7,Own children 0 -  2 and 14 - 17 years of age  ( none 3 - 13 )
prchld,8,Own children 3 -  5 and 6 - 13 years of age  ( none 0 -  2 or 14 - 17 )
prchld,9,Own children 3 -  5 and 14 - 17 years of age  ( none 0 -  2 or 6 - 13 )
prchld,10,Own children 6 - 13 and 14 - 17 years of age  ( none 0 -  5 )
prchld,11,"Own children 0 -  2 ,   3 -  5 ,  and 6 - 13 years of age  ( none 14 - 17 )"
prchld,12,"Own children 0 -  2 ,   3 -  5 ,  and 14 - 17 years of age  ( none 6 - 13 )"
prchld,13,"Own children 0 -  2 ,   6 - 13 ,  and 14 - 17 years of age  ( none 3 -  5 )"
prchld,14,"Own children 3 -  5 ,   6 - 13 ,  and 14 - 17 years of age  ( none 0 -  2 )"
prchld,15,Own children from all age groups
prnmchld,0,VALUE NO CHANGE
prnmchld,1,BLANK NO CHANGE
prnmchld,2,DON ' T KNOW NO CHANGE
prnmchld,3,REFUSED NO CHANGE
prnmchld,10,VALUE TO VALUE
prnmchld,11,BLANK TO VALUE
prnmchld,12,DON ' T KNOW TO VALUE
prnmchld,13,REFUSED TO VALUE
prnmchld,20,VALUE TO LONGITUDINAL VALUE
prnmchld,21,BLANK TO LONGITUDINAL VALUE
prnmchld,22,DON ' T KNOW TO LONGITUDINAL VALUE
prnmchld,23,REFUSED TO LONGITUDINAL VALUE
prnmchld,30,VALUE TO ALLOCATED VALUE LONG .
prnmchld,31,BLANK TO ALLOCATED VALUE LONG .
prnmchld,32,DON ' T KNOW TO ALLOCATED VALUE LONG .
prnmchld,33,REFUSED TO ALLOCATED VALUE LONG .
prnmchld,40,VALUE TO ALLOCATED VALUE
prnmchld,41,BLANK TO ALLOCATED VALUE
prnmchld,42,DON ' T KNOW TO ALLOCATED VALUE
prnmchld,43,REFUSED TO ALLOCATED VALUE
prnmchld,50,VALUE TO BLANK
prnmchld,52,DON ' T KNOW TO BLANK
prnmchld,53,REFUSED TO BLANK
prwernal,0,NO ALLOCATION
prwernal,1,ONE OR MORE COMPONENTS OF THE RECODE ARE ALLOCATED
prhernal,0,NO ALLOCATION
prhernal,1,ONE OR MORE COMPONENT OF THE RECODE ARE ALLOCATED
pedipged,1,Graduation from high school
pedipged,2,GED or other equivalent
pehgcomp,1,Less than 1st grade
pehgcomp,2,"1st ,  2nd ,  3rd ,  or 4th grade"
pehgcomp,3,5th or 6th grade
pehgcomp,4,7th or 8th grade
pehgcomp,5,9th grade
pehgcomp,6,10th grade
pehgcomp,7,11th grade
pehgcomp,8,12th grade  ( no diploma )
pecyc,1,Less than 1 year  ( includes 0 years completed )
pecyc,2,The first or Freshman year
pecyc,3,The second or Sophomore year
pecyc,4,The third or Junior year
pecyc,5,Four or more years
peio1icd,0,MIN VALUE
peio1icd,9999,MAX VALUE
ptio1ocd,0,MIN VALUE
ptio1ocd,9999,MAX VALUE
peio2icd,0,MIN VALUE
peio2icd,9999,MAX VALUE
ptio2ocd,0,MIN VALUE
ptio2ocd,9999,MAX VALUE
primind1,1,"AGRICULTURE ,  FORESTRY ,  FISHING ,  and HUNTING"
primind1,2,MINING
primind1,3,CONSTRUCTION
primind1,4,MANUFACTURING  -  DURABLE GOODS
primind1,5,MANUFACTURING  -  NON - DURABLE GOODS
primind1,6,WHOLESALE TRADE
primind1,7,RETAIL TRADE
primind1,8,TRANSPORTATION AND WAREHOUSING
primind1,9,UTILITIES
primind1,10,INFORMATION
primind1,11,FINANCE AND INSURANCE
primind1,12,REAL ESTATE AND RENTAL AND LEASING
primind1,13,PROFESSIONAL SCIENTIFIC AND TECHNICAL SERVICES
primind1,14,"MANAGEMENT ,  ADMINISTRATIVE AND WASTE MANAGEMENT SERVICES"
primind1,15,EDUCATIONAL SERVICES
primind1,16,HEALTH CARE AND SOCIAL ASSISTANCE SERVICES
primind1,17,"ARTS ,  ENTERTAINMENT ,  AND RECREATION"
primind1,18,ACCOMMODATION AND FOOD SERVICES
primind1,19,PRIVATE HOUSEHOLDS
primind1,20,"OTHER SERVICES ,  EXCEPT PRIVATE HOUSEHOLDS"
primind1,21,PUBLIC ADMINISTRATION
primind1,22,ARMED FORCES
primind2,1,"AGRICULTURE ,  FORESTRY ,  FISHING ,  and HUNTING"
primind2,2,MINING
primind2,3,CONSTRUCTION
primind2,4,MANUFACTURING  -  DURABLE GOODS
primind2,5,MANUFACTURING  -  NON - DURABLE GOODS
primind2,6,WHOLESALE TRADE
primind2,7,RETAIL TRADE
primind2,8,TRANSPORTATION AND WAREHOUSING
primind2,9,UTILITIES
primind2,10,INFORMATION
primind2,11,FINANCE AND INSURANCE
primind2,12,REAL ESTATE AND RENTAL AND LEASING
primind2,13,"PROFESSIONAL ,  SCIENTIFIC AND TECHNICAL SERVICES"
primind2,14,"MANAGEMENT ,  ADMINISTRATIVE AND WASTE MANAGEMENT SERVICES"
primind2,15,EDUCATIONAL SERVICES
primind2,16,HEALTH CARE AND SOCIAL ASSISTANCE SERVICES
primind2,17,"ARTS ,  ENTERTAINMENT ,  AND RECREATION"
primind2,18,ACCOMMODATION AND FOOD SERVICES
primind2,19,PRIVATE HOUSEHOLDS
primind2,20,"OTHER SERVICES ,  EXCEPT PRIVATE HOUSEHOLDS"
primind2,21,PUBLIC ADMINISTRATION
primind2,22,ARMED FORCES
peafwhn1,1,SEPTEMBER 2001 OR LATER
peafwhn1,2,AUGUST 1990 TO AUGUST 2001
peafwhn1,3,MAY 1975 TO JULY 1990
peafwhn1,4,VIETNAM ERA  ( AUGUST 1964 TO APRIL 1975 )
peafwhn1,5,FEBRUARY 1955 TO JULY 1964
peafwhn1,6,KOREAN WAR  ( JULY 1950 TO JANUARY 1955 )
peafwhn1,7,JANUARY 1947 TO JUNE 1950
peafwhn1,8,WORLD WAR II  ( DECEMBER 1941 TO DECEMBER 1946 )
peafwhn1,9,NOVEMBER 1941 OR EARLIER
peafwhn2,1,SEPTEMBER 2001 OR LATER
peafwhn2,2,AUGUST 1990 TO AUGUST 2001
peafwhn2,3,MAY 1975 TO JULY 1990
peafwhn2,4,VIETNAM ERA  ( AUGUST 1964 TO APRIL 1975 )
peafwhn2,5,FEBRUARY 1955 TO JULY 1964
peafwhn2,6,KOREAN WAR  ( JULY 1950 TO JANUARY 1955 )
peafwhn2,7,JANUARY 1947 TO JUNE 1950
peafwhn2,8,WORLD WAR II  ( DECEMBER 1941 TO DECEMBER 1946 )
peafwhn2,9,NOVEMBER 1941 OR EARLIER
peafwhn3,1,SEPTEMBER 2001 OR LATER
peafwhn3,2,AUGUST 1990 TO AUGUST 2001
peafwhn3,3,MAY 1975 TO JULY 1990
peafwhn3,4,VIETNAM ERA  ( AUGUST 1964 TO APRIL 1975 )
peafwhn3,5,FEBRUARY 1955 TO JULY 1964
peafwhn3,6,KOREAN WAR  ( JULY 1950 TO JANUARY 1955 )
peafwhn3,7,JANUARY 1947 TO JUNE 1950
peafwhn3,8,WORLD WAR II  ( DECEMBER 1941 TO DECEMBER 1946 )
peafwhn3,9,NOVEMBER 1941 OR EARLIER
peafwhn4,1,SEPTEMBER 2001 OR LATER
peafwhn4,2,AUGUST 1990 TO AUGUST 2001
peafwhn4,3,MAY 1975 TO JULY 1990
peafwhn4,4,VIETNAM ERA  ( AUGUST 1964 TO APRIL 1975 )
peafwhn4,5,FEBRUARY 1955 TO JULY 1964
peafwhn4,6,KOREAN WAR  ( JULY 1950 TO JANUARY 1955 )
peafwhn4,7,JANUARY 1947 TO JUNE 1950
peafwhn4,8,WORLD WAR II  ( DECEMBER 1941 TO DECEMBER 1946 )
peafwhn4,9,NOVEMBER 1941 OR EARLIER
pepar2,1,MIN VALUE
pepar2,16,MAX VALUE
pepar1,1,MIN VALUE
pepar1,16,MAX VALUE
pepar2typ,1,BIOLOGICAL
pepar2typ,2,STEP
pepar2typ,3,ADOPTED
pepar1typ,1,BIOLOGICAL
pepar1typ,2,STEP
pepar1typ,3,ADOPTED
pecohab,1,MIN VALUE
pecohab,16,MAX VALUE
pedisear,1,Yes
pedisear,2,No
pediseye,1,Yes
pediseye,2,No
pedisrem,1,Yes
pedisrem,2,No
pedisphy,1,Yes
pedisphy,2,No
pedisdrs,1,Yes
pedisdrs,2,No
pedisout,1,Yes
pedisout,2,No
prdisflg,1,Yes
prdisflg,2,No
prdasian,1,Asian Indian
prdasian,2,Chinese
prdasian,3,Filipino
prdasian,4,Japanese
prdasian,5,Korean
prdasian,6,Vietnamese
prdasian,7,Other
ptnmemp2,1,Yes
ptnmemp2,2,No PECERT3 2 EARLIER YOU TOLD ME THAT YOU HAD 948 - 949 A CURRENTLY ACTIVE PROFESSIONAL CERTIFICATION OR LICENSE .   IS YOUR CERTIFICATION OR LICENSE REQUIRED FOR YOUR a )  JOB ? b )  MAIN JOB ? c )  JOB FROM WHICH YOU ARE OF LAYOFF ? d )  JOB AT WHICH YOU LAST WORKED ?
